,UrbanRural,TotalIncomeLastYear,Race,TotalExpLastQ,KidsCount,LogIncome,LogExpenditure
2801,1,150000,1,17328.2833,0,11.91839057,9.760095318
2802,1,90000,2,38174.2501,2,11.40756495,10.54991649
2803,2,16636,1,34574.9999,0,9.719324301,10.45088615
2804,1,1980,1,4399,0,7.590852124,8.389132521
2805,1,80448,2,12810.7499,0,11.29536629,9.458039933
2806,1,11266,1,6354,0,9.329544619,8.756839815
2807,1,60350,1,11364.25,0,11.00791623,9.338227742
2808,1,161300,1,19763.2832,0,11.99102126,9.891581111
2809,1,26094,1,7451,0,10.16946068,8.916103531
2810,1,156421,1,23732,0,11.96030637,10.07457963
2811,1,13596,2,9272,0,9.517530911,9.134754385
2812,1,250000,6,22298.7833,0,12.4292162,10.0122874
2813,1,62070,1,7056.3,6,11.03601806,8.861676114
2814,1,34000,2,9423.6999,1,10.4341158,9.150983061
2816,1,950,1,2294.5,0,6.856461985,7.738270234
2817,1,69384,5,10875,0,11.14741157,9.294221856
2818,1,225000,4,47434.9332,0,12.32385568,10.76711422
2819,1,45026,1,13600.5,0,10.71499538,9.517861836
2820,1,13800,1,8764,0,9.532423871,9.078407701
2821,1,14400,2,3867.5501,2,9.574983486,8.260376536
2822,1,1850,4,11385.4999,0,7.522940918,9.340095886
2823,1,160600,1,24957.4999,0,11.98667208,10.12492965
2824,1,11483,1,10433,0,9.34862296,9.252729138
2825,1,61500,1,21661.0001,0,11.02679245,9.983268692
2826,1,65000,1,10419.2501,0,11.08214255,9.251410345
2827,1,108000,1,18548.25,3,11.58988651,9.828130724
2828,1,107230,1,31931.0001,0,11.58273134,10.37133261
2829,1,24000,1,6260.3499,2,10.08580911,8.741991357
2830,1,75000,1,16394.2832,0,11.22524339,9.704687968
2831,1,69000,1,14276.5,1,11.14186178,9.566370108
2832,1,26688,1,7172,0,10.19196931,8.877939835
2833,1,1626,1,8343.75,0,7.39387829,9.029268035
2834,1,69656,1,13616,0,11.15132412,9.519000851
2835,1,195000,4,23566.75,0,12.18075484,10.0675921
2836,1,32580,1,7278,0,10.39145388,8.892611378
2837,1,37626,1,7524,0,10.53545058,8.92585319
2839,1,75000,1,45905.0833,1,11.22524339,10.73433114
2841,1,112000,1,14274.7499,2,11.62625415,9.566247514
2842,1,130000,1,21871.5499,2,11.77528973,9.99294198
2843,1,62000,4,17807.75,2,11.03488966,9.787389035
2844,1,43000,1,12931.1,3,10.66895539,9.467390542
2845,1,2148,1,4049.8001,2,7.672292456,8.306422801
2846,1,30000,1,8005.75,0,10.30895266,8.987915312
2847,1,8672,1,7983,0,9.067854724,8.98506956
2848,1,28038,1,5124,0,10.24131601,8.541690663
2849,1,40512,2,9237.25,0,10.60935351,9.130999501
2850,1,57550,1,6237.0001,1,10.96040941,8.738254593
2851,1,40000,1,7934.0501,0,10.59663473,8.978918916
2852,1,34000,1,12186.7999,1,10.4341158,9.40810867
2853,1,428184,1,30553.0001,0,12.96730829,10.32721816
2854,1,75010,1,17611.65,0,11.22537672,9.776315894
2855,1,25000,1,12532.25,2,10.1266311,9.436060601
2856,1,1378,1,2604,0,7.228388452,7.864804003
2857,1,143000,2,13840.1501,2,11.87059991,9.535329074
2858,1,20810,1,4611.7499,0,9.943188919,8.436362652
2859,1,40050,1,7586,1,10.59788395,8.934059722
2860,1,17001,1,4853.2001,0,9.741027445,8.487393581
2861,2,13126,1,2305.5,0,9.482350275,7.743052852
2862,1,95200,1,11352.2501,0,11.46373522,9.33717125
2863,1,220000,1,40163.7499,0,12.30138283,10.60072012
2865,1,79800,1,13415.5002,0,11.28727878,9.504166049
2866,1,16950,2,5850,0,9.738023113,8.67419694
2867,1,64000,1,10825,2,11.06663836,9.289613553
2869,1,47626,1,15841,0,10.77113411,9.670356795
2870,1,56400,1,12051.6501,4,10.94022444,9.396956867
2871,1,60000,1,9138.5,0,11.00209984,9.120251537
2872,1,35490,1,10091,0,10.47700625,9.219399216
2873,1,175200,1,36590.2499,0,12.07368346,10.50753709
2874,1,21237,1,4061.2501,0,9.963500222,8.309246112
2876,1,60000,1,15015.7499,2,11.00209984,9.616854923
2877,1,161500,1,56400.0001,0,11.99226042,10.94022444
2878,1,30426,1,6045.5,0,10.32305279,8.707069473
2879,1,142000,1,27668.75,1,11.86358234,10.2280589
2880,1,57200,1,8381.7501,0,10.95430918,9.033812014
2881,1,1626,1,8104,0,7.39387829,9.000113046
2882,2,200,1,11281,0,5.298317367,9.330875174
2883,1,50000,4,9551.25,2,10.81977828,9.164427315
2884,1,80000,4,13912.8501,0,11.28978191,9.54056816
2885,1,43967,1,13703.9999,0,10.69119463,9.525443033
2886,1,36852,1,8393,0,10.51466517,9.035153304
2887,1,31676,1,7246.4999,0,10.36331458,8.888273859
2889,1,74000,1,12139.2,0,11.21182037,9.404195165
2890,1,23400,3,10027.5001,1,10.0604913,9.213086608
2891,1,23768,1,6409.5,2,10.07609542,8.765536544
2892,1,1600,1,3684,0,7.377758908,8.211754397
2893,1,62000,1,9913.75,0,11.03488966,9.201677961
2894,1,59068,1,8718.2501,0,10.9864446,9.07317382
2895,1,100452,1,23822,0,11.51743528,10.0783648
2896,1,105440,1,19041.7832,2,11.56589735,9.854390959
2898,1,139000,1,18249.2501,0,11.84222921,9.811879268
2899,1,2400,1,8520.75,1,7.783224016,9.050259644
2900,1,407484,1,31990.5332,0,12.91775695,10.3731953
2901,1,71874,1,14216.4999,0,11.18266986,9.562158534
2902,1,72000,1,8849,0,11.1844214,9.088059737
2903,1,20000,1,4813.5,0,9.903487553,8.479179749
2904,1,34160,1,32726.0501,2,10.43881065,10.39592668
2905,1,63000,4,16743.25,1,11.05089001,9.725750471
2906,1,205000,1,30458.1831,0,12.23076526,10.32410998
2907,1,10002,1,5465,0,9.210540352,8.606119401
2908,1,170200,1,29533.2499,6,12.0447295,10.29327202
2909,1,8700,1,5431.8999,1,9.071078305,8.600044241
2910,2,318826,1,53367.0001,0,12.67240078,10.88494786
2911,1,104953,1,23627.75,0,11.56126791,10.07017715
2912,1,86900,1,12235.0001,0,11.37251331,9.412055984
2913,1,7884,1,2812,0,8.972590668,7.941651253
2914,2,150000,1,33254.9999,0,11.91839057,10.41196041
2915,1,41491,1,12050,1,10.63323182,9.396819939
2916,1,15097,1,13096,0,9.622251328,9.480062119
2917,1,29120,2,6957.0001,0,10.2791805,8.84750364
2918,1,34120,2,8816.5,6,10.437639,9.084380245
2920,1,10320,2,3013,0,9.241839039,8.010691539
2921,1,5550,6,15161.2,2,8.621553207,9.626494812
2922,1,30000,1,6561.75,2,10.30895266,8.789012615
2923,1,131800,1,37866.9999,2,11.7890409,10.5418353
2924,1,58000,2,8740.8501,3,10.96819829,9.075762729
2925,1,28754,1,8761,0,10.26653217,9.078065333
2926,1,88252,1,17948,0,11.38795164,9.795233967
2927,1,51052,1,8107,0,10.8406,9.000483165
2928,1,82020,1,9572.25,0,11.3147184,9.166623567
2929,1,155000,1,19887.25,1,11.9511804,9.897834102
2930,1,1839,1,4367.25,0,7.516977225,8.381888799
2931,1,41026,1,6826.5002,0,10.62196129,8.828567405
2932,1,88298,1,16426.5001,0,11.38847274,9.706651169
2933,1,150000,2,15903.7501,0,11.91839057,9.674310216
2934,1,40000,1,6004,2,10.59663473,8.700181193
2935,1,48000,1,12319.4999,0,10.77895629,9.418938644
2936,1,1770,2,8047,0,7.478734826,8.99305463
2937,1,66446,1,82881,0,11.10414487,11.32516112
2939,1,7000,1,7533.8499,0,8.853665428,8.927161465
2940,2,3252,1,6123,0,8.087025471,8.719807451
2941,1,76762,4,9799.8001,2,11.24846501,9.190117266
2942,1,116000,1,26003.7501,3,11.66134547,10.16599604
2943,1,115200,1,10161.5001,0,11.65442503,9.226361358
2945,1,46948,1,14129.6501,0,10.75679589,9.556030712
2946,2,6576,1,4388,0,8.791181937,8.386628821
2947,1,75200,1,13470.6999,0,11.22790651,9.508272228
2948,1,26440,2,8756.7501,0,10.18263329,9.077580122
2949,1,12852,1,18646,0,9.46125472,9.833386925
2950,1,53930,2,7488.8501,0,10.89544219,8.92117054
2951,1,61000,1,18841.6001,1,11.01862914,9.843822476
2952,1,32028,1,7466,0,10.3743658,8.918114659
2953,1,157000,1,19437.8501,1,11.96400108,9.87497748
2954,1,296433,1,24966.0002,0,12.5995765,10.12527019
2955,1,533084,1,63976.0641,0,13.18643429,11.06626429
2956,1,140115,1,33246.7499,4,11.85021879,10.41171229
2957,1,748,2,5619.4001,0,6.617402978,8.633980193
2958,1,4604,1,8473.9999,0,8.43468077,9.044757919
2959,1,53000,1,7057.7501,0,10.87804719,8.861881597
2960,1,72000,1,13108,0,11.1844214,9.48097801
2962,1,212052,1,22248,0,12.26458681,10.0100074
2963,1,7200,1,31386.7,0,8.881836305,10.35413952
2964,1,96894,1,15373.7501,0,11.48137288,9.640416795
2965,1,176000,1,24404.9999,0,12.07823927,10.1025433
2966,1,160000,1,21181.5,3,11.98292909,9.960883438
2967,1,11158,1,6892,0,9.319912008,8.838116598
2968,2,24450,1,3751,0,10.10438549,8.22977775
2969,2,34000,1,11585.1501,0,10.4341158,9.357479393
2971,1,12678,1,7871,0,9.447623487,8.970940398
2972,1,38000,1,14856.75,0,10.54534144,9.606209586
2974,1,95500,5,11640.0001,0,11.46688153,9.36220273
2975,1,17302,1,5809,0,9.758577381,8.667163718
2976,1,30025,1,6667.75,0,10.30978565,8.805037751
2977,1,2000,3,4926,0,7.60090246,8.502282579
2978,1,179500,1,20708.75,1,12.09793049,9.938311595
2979,1,28074,1,7145,0,10.24259916,8.87416809
2980,1,403084,1,48363.2171,0,12.90690026,10.78649483
2981,1,9600,1,11498,1,9.169518377,9.349928386
2982,1,85826,4,11330.5001,1,11.36007727,9.335253493
2983,1,377110,1,13968.2832,0,12.8402922,9.544544553
2984,2,64000,1,9945,0,11.06663836,9.204825191
2985,1,500,1,3084.2501,0,6.214608098,8.034063827
2986,1,12546,4,4926,0,9.437157169,8.502282579
2987,1,75000,6,19803.7501,0,11.22524339,9.893626598
2988,1,99000,1,15561.8499,1,11.50287513,9.652577679
2989,1,23740,1,7169,0,10.07491667,8.877521454
2990,1,235000,1,21526.5001,0,12.36734079,9.977040018
2991,2,34839,2,9954,0,10.45849273,9.205729759
2992,1,24560,1,5734.9999,0,10.10887438,8.654343012
2993,1,209585,1,34095.0001,0,12.25288466,10.43690603
2994,1,76500,1,11224.3001,1,11.24504602,9.325836359
2995,1,80400,1,18378.9998,0,11.29476946,9.818963977
2996,1,10852,1,9932,0,9.292104674,9.203517147
2997,1,51800,1,8385.75,2,10.85514543,9.034289116
2998,1,30500,1,21163.7832,2,10.32548196,9.96004666
3000,1,59000,1,14667.4,0,10.98529272,9.593382623
3001,1,43000,1,12039.6002,0,10.66895539,9.395956512
3002,1,5000,1,6251,0,8.517193191,8.74049673
3003,1,18966,1,4964.4999,0,9.850403181,8.510067846
3004,1,45000,1,10076.7999,0,10.71441777,9.217991021
3005,1,343084,1,48724.217,0,12.74573059,10.79393145
3006,1,4972,1,12298,0,8.511577453,9.417191927
3007,1,68001,3,12137.7499,2,11.12727769,9.404075701
3008,1,112000,1,13418.75,2,11.62625415,9.504408262
3009,1,1352,1,14524.9999,0,7.209340257,9.583626575
3010,1,23000,2,4010.0001,0,10.04324949,8.296546545
3011,1,70000,1,20489.9332,0,11.15625052,9.927688981
3012,1,3252,1,9072,0,8.087025471,9.112948026
3013,1,10000,1,9825.5,0,9.210340372,9.192736326
3015,1,14076,2,4145,0,9.552226498,8.329658068
3016,1,154000,1,41806.75,0,11.94470788,10.64081309
3017,1,38000,1,10126.0999,0,10.54534144,9.222871518
3018,1,24680,1,6485.0999,0,10.11374848,8.777262501
3019,2,113000,1,10851.55,0,11.6351431,9.292063206
3020,1,7000,1,13587,1,8.853665428,9.516868732
3021,1,152559,1,16852,0,11.93530669,9.732224623
3022,1,24016,1,7421,2,10.08647555,8.912069098
3023,1,14586,1,3145,0,9.587817444,8.053569169
3025,1,88476,1,19366.9999,2,11.39048661,9.871325861
3027,1,156000,1,15221.2832,0,11.95761129,9.630449938
3028,1,39000,2,13448.0499,1,10.57131693,9.506589386
3029,1,59000,1,9816.5001,0,10.98529272,9.191819933
3030,1,443084,1,24175.4999,1,13.00151465,10.093095
3031,1,35026,1,9050,0,10.46384592,9.110520037
3032,1,22226,2,3775.9,0,10.00901805,8.236394044
3034,1,39000,1,8714.0001,0,10.57131693,9.072686218
3035,1,58000,1,12788.75,1,10.96819829,9.456321157
3036,1,32236,1,7478,0,10.38083912,8.919720656
3038,2,115026,1,19989.3501,2,11.65291347,9.902954916
3040,1,2571,1,6323,0,7.852050207,8.751949058
3041,1,348084,4,17984.75,2,12.76019911,9.797279456
3042,1,150000,1,23248.1501,1,11.91839057,10.05398084
3043,1,165700,1,26611.7498,0,12.0179342,10.18910812
3044,1,250000,1,27599.2501,0,12.4292162,10.22554388
3046,1,76001,1,40214.75,3,11.23850178,10.60198912
3047,1,40000,1,3734,0,10.59663473,8.225235324
3049,1,91626,1,30624.8164,1,11.42547035,10.32956595
3050,1,120000,4,22196,2,11.69524702,10.00766737
3051,1,88000,2,14531.2832,0,11.38509209,9.584059066
3052,1,34000,1,6325.2501,0,10.4341158,8.752304854
3054,1,154000,1,14841.25,0,11.94470788,9.605165745
3056,2,23420,1,3611.65,0,10.06134564,8.191920011
3057,1,119601,1,13250.2499,2,11.69191648,9.491771692
3058,1,138050,1,16724.25,0,11.83537122,9.724615041
3060,1,143000,1,16979.6,0,11.87059991,9.739767902
3061,1,490684,1,51380.0331,0,13.10355562,10.84700491
3062,2,88160,1,15304.7499,0,11.38690862,9.63591851
3063,1,4300,1,6938.0001,0,8.366370302,8.844768842
3064,1,45000,1,10978.7501,0,10.71441777,9.303716874
3065,1,47320,2,7359.7499,2,10.76468832,8.90378123
3066,1,54426,1,6066,0,10.90459726,8.710454688
3067,1,72800,1,10551.9999,0,11.19547123,9.264070685
3068,1,80000,1,13774.2501,0,11.28978191,9.530556193
3069,1,13026,1,5306,0,9.474702639,8.576593535
3070,1,73600,1,13271.75,2,11.2064003,9.493392995
3071,1,120200,4,18891,0,11.6969123,9.846440897
3072,1,16372,2,7632.0001,1,9.703327838,8.940105226
3073,1,10998,2,2963,0,9.305468717,7.993957548
3074,1,22048,1,11173.75,1,10.00097717,9.321322556
3075,1,16800,1,2431,0,9.729134165,7.796057974
3076,2,119146,1,15982.75,0,11.68810491,9.679265295
3077,1,33170,1,11380,0,10.40940113,9.339612708
3078,1,18066,1,5775,2,9.801786998,8.661293535
3079,1,214870,1,24300.8001,4,12.27778847,10.09826455
3080,1,21930,1,7974,0,9.995610841,8.983941528
3081,1,2400,1,15346.9999,4,7.783224016,9.638675288
3082,1,191553,1,22417.5,0,12.16291981,10.01759718
3083,1,4384,1,14600,0,8.385716829,9.588776808
3084,1,42328,2,7692.4999,1,10.65320408,8.948001094
3085,1,129800,2,20689.7502,5,11.77375008,9.937393697
3086,1,95291,1,23000.5001,0,11.46469065,10.04327124
3087,2,49200,1,18465.2501,0,10.8036489,9.823645872
3088,1,100000,1,26836.5,4,11.51292546,10.19751818
3089,1,3400,1,11692,0,8.131530711,9.366660126
3090,1,26826,1,4583,0,10.19712685,8.430109085
3091,1,32543,1,97711,0,10.39031757,11.48976942
3092,1,132350,4,22757.25,2,11.79320521,10.03263905
3093,1,130000,4,29649.25,2,11.77528973,10.29719211
3094,1,77000,1,10603.5999,0,11.2515607,9.268948836
3095,1,61426,1,11493,0,11.02558848,9.349493433
3097,1,138300,1,22126.4999,0,11.83718052,10.00453126
3098,1,33300,1,13434,0,10.41331268,9.505544086
3099,1,91000,1,9819.9499,0,11.41861479,9.1921713
3100,1,84996,1,29859.4499,2,11.35035948,10.30425665
3101,1,92592,1,10198.7501,0,11.43595802,9.230020453
3102,1,17678,6,12219,0,9.780076208,9.410747396
3103,1,14096,1,6617,0,9.553646348,8.797397374
3104,1,265500,1,20225.5,0,12.48937012,9.914699463
3105,1,100000,1,29423.5,0,11.51292546,10.28954895
3106,1,19890,1,5274.5,0,9.897972372,8.570639167
3107,1,162000,4,28265.5001,1,11.99535161,10.24939726
3108,1,117000,1,26849.7501,0,11.66992921,10.19801179
3109,1,85000,4,8353.7501,0,11.35040654,9.030465831
3110,1,120000,4,12869.2832,0,11.69524702,9.462598604
3111,1,108000,1,19893,2,11.58988651,9.89812319
3112,1,86000,1,14333.3499,0,11.36210258,9.570344262
3114,1,12648,1,2982.4999,0,9.445254379,8.00051712
3115,1,150000,1,19687.0001,1,11.91839057,9.887713803
3116,1,139000,1,22797.5002,0,11.84222921,10.03440617
3117,1,35652,1,7237.4999,0,10.48156053,8.887031108
3118,1,140000,1,20062.5,2,11.8493977,9.90660768
3120,1,1100,1,3677,0,7.003065459,8.209852481
3121,1,56000,2,10991.5,0,10.93310697,9.304877526
3122,1,32000,1,13013.5,1,10.37349118,9.473742559
3123,2,21426,1,6543.5,0,9.972360417,8.786227469
3124,1,117698,1,20561.4,0,11.6758773,9.931170811
3125,1,46097,1,4713.1501,0,10.73850315,8.458111774
3126,1,53830,1,8656.2501,0,10.89358621,9.066036894
3127,1,31548,6,8666.0001,0,10.35926547,9.067162614
3129,1,32724,1,6989,0,10.39586403,8.852092763
3130,1,23772,2,9160.5,0,10.0762637,9.122656041
3131,1,55000,1,11850.2001,0,10.91508846,9.380100032
3132,2,3252,1,6846,0,8.087025471,8.831419819
3133,1,39350,1,17886.1001,3,10.58025125,9.791779159
3134,1,36312,1,9401.8999,0,10.49990354,9.148667065
3135,1,39000,2,11303.0001,2,10.57131693,9.332823465
3136,1,121000,1,60736.2501,0,11.70354582,11.014296
3137,1,78600,1,9829.2499,0,11.27212698,9.193117903
3138,1,92000,1,10652.7499,0,11.42954386,9.273573344
3139,1,150000,4,27114.0999,0,11.91839057,10.20780916
3140,1,90000,1,8583.4999,0,11.40756495,9.057597023
3142,1,17076,1,3585,0,9.745429248,8.184513753
3143,1,85932,1,13764,0,11.36131156,9.529811767
3144,1,28600,1,15468.9999,2,10.261162,9.646593294
3145,1,102000,1,13552.9999,0,11.53272809,9.514363197
3146,1,24000,2,8976.5499,0,10.08580911,9.102370889
3148,1,520984,1,55822.0332,0,13.16347461,10.92992393
3149,1,23124,1,9496.2499,0,10.04862632,9.158652252
3150,1,4334,1,1530,0,8.374246182,7.333023014
3151,2,132000,1,15666.5,0,11.7905572,9.659279954
3152,1,218200,1,30787.1841,0,12.29316735,10.33485378
3154,1,84380,1,23433.7833,2,11.34308569,10.06193399
3155,1,54000,1,11821.75,4,10.89673933,9.377696334
3156,1,71062,1,10945.7501,0,11.17130801,9.300706541
3157,1,38026,2,6025.2501,0,10.54602542,8.703714268
3158,1,170450,1,14682.2831,0,12.04619728,9.594396815
3159,1,104000,1,16234.8501,7,11.55214618,9.694915451
3160,1,30550,1,38422.7499,2,10.32711996,10.55640501
3161,1,142030,3,58589.5,1,11.86379358,10.97831078
3162,1,40200,1,6859,0,10.60162227,8.833316937
3163,1,34484,1,26828,0,10.44825073,10.1972014
3164,1,26928,1,6498,0,10.20092192,8.779249716
3165,1,358084,1,13727.4998,0,12.78852287,9.527156385
3166,1,97000,2,14381.2501,0,11.48246626,9.573680561
3167,1,63352,1,18384,0,11.05646176,9.819236
3168,1,35484,1,9429,0,10.47683717,9.151545325
3169,1,166500,1,64846.75,4,12.02275059,11.07978207
3170,1,14058,4,4391,0,9.550946908,8.387312271
3171,1,5200,1,13408.2499,1,8.556413905,9.503625461
3172,1,12000,1,6677.5,0,9.392661929,8.806498945
3173,1,35000,1,8746.5001,0,10.46310334,9.076408911
3174,1,43000,1,14355.3,0,10.66895539,9.571874491
3176,1,13026,1,12007,0,9.474702639,9.393245092
3177,1,150000,1,18470.75,0,11.91839057,9.823943679
3178,1,150000,4,15196.5332,1,11.91839057,9.628822602
3179,1,191000,1,27812.2831,1,12.16002871,10.23323304
3180,1,31267,1,13166.4999,0,10.35031851,9.485430996
3181,1,30394,1,47589,0,10.3220005,10.77035692
3182,1,34000,1,6343.4499,0,10.4341158,8.755178048
3183,1,153300,1,41497.5,0,11.94015206,10.63338846
3184,1,145338,1,16912.2832,0,11.88681734,9.735795453
3185,1,26000,1,5665.4,1,10.16585182,8.64213278
3187,1,35342,1,12039.4999,0,10.47282734,9.395948181
3188,1,12414,2,2709,0,9.426580147,7.904334842
3190,1,21600,1,7293.25,0,9.980448594,8.894704542
3191,1,12426,1,3361,0,9.427546331,8.119993828
3192,1,875005,4,64440.0639,2,13.68198488,11.07349083
3193,1,30800,1,12188.7501,0,10.33526997,9.408268682
3194,1,26235,1,12599,0,10.17484968,9.441372725
3195,1,525684,1,64606.5328,0,13.17245555,11.07607081
3197,1,19338,1,7790,0,9.869827351,8.960596139
3198,1,180000,1,32550.7832,0,12.10071213,10.39055671
3199,1,32328,2,11849.2501,2,10.38368901,9.380019862
3201,2,49404,1,9785.5001,0,10.80778667,9.188656987
3202,1,115501,1,19062.7499,0,11.65703447,9.855491443
3203,1,62400,1,17432.2832,0,11.04132055,9.766079122
3205,1,15786,1,4156,0,9.66687875,8.332308352
3206,2,108472,1,10032.5001,0,11.59424735,9.213585112
3207,1,3252,4,11364,0,8.087025471,9.338205743
3208,1,20226,1,3584.3333,0,9.914724184,8.184327766
3209,1,34826,1,1405.3333,0,10.45811951,7.248029778
3210,1,88000,1,10066.4999,1,11.38509209,9.216968348
3211,1,36000,4,12952.7333,0,10.49127422,9.46906211
3213,1,75000,1,10137.9001,0,11.22524339,9.224036165
3214,2,95000,1,18660.3334,0,11.46163217,9.834155341
3215,2,76400,1,9870.0667,0,11.24373798,9.19726189
3216,1,60000,6,40173.3555,3,11.00209984,10.60095926
3217,1,23730,1,4993.6667,0,10.07449535,8.515925729
3218,2,120001,1,13749.8333,0,11.69525536,9.528781979
3219,1,51700,1,9798.1667,1,10.85321306,9.189950576
3220,1,40040,1,3373.8333,0,10.59763423,8.123804855
3221,1,116900,1,13191.6,0,11.66907415,9.487335542
3222,1,24960,2,4090.4999,0,10.12502982,8.316422467
3223,1,128003,1,12124.4999,1,11.75980898,9.40298347
3224,1,100600,1,9680.0668,0,11.51890754,9.177824081
3225,1,69000,1,33648.5001,0,11.14186178,10.42372376
3226,1,86400,1,12619.6669,0,11.36674295,9.443011741
3227,1,86972,4,10420.6667,0,11.37334151,9.251546296
3228,2,54600,1,6899.1666,0,10.90778916,8.839155901
3229,1,110000,1,22436.2667,0,11.60823564,10.01843398
3230,1,27552,1,5016.3333,0,10.22383041,8.520454527
3231,1,12000,4,14270,0,9.392661929,9.56591471
3232,1,38750,2,9158.6667,3,10.56488603,9.12245589
3233,1,36855,1,5182.3333,0,10.51474657,8.553010678
3234,1,36800,1,4614.2001,0,10.51325312,8.436893806
3235,2,150761,1,16543,2,11.92345108,9.713718331
3236,1,36400,1,7575.1666,0,10.50232405,8.932630624
3237,1,67520,1,7688.1667,3,11.12017913,8.947437634
3238,1,15786,1,4232.6667,0,9.66687875,8.350587499
3239,1,24980,1,3307.6667,0,10.12583078,8.103998295
3240,1,52091,6,5619.1666,1,10.86074747,8.63393864
3241,1,88000,1,9797.8334,0,11.38509209,9.189916559
3242,1,12000,2,7150.9333,0,9.392661929,8.874998159
3243,1,800,1,2908.1666,0,6.684611728,7.975278127
3244,2,4224,1,4421.6667,0,8.348537825,8.394271985
3245,1,50000,1,6030.8333,0,10.81977828,8.704640473
3246,1,106000,1,8695.5,0,11.57119437,9.070560929
3247,1,7000,1,5990.9333,0,8.853665428,8.698002489
3248,1,13000,1,8445.7999,0,9.472704636,9.041424544
3249,1,21944,1,4319.6667,0,9.996249033,8.370933525
3250,1,80000,1,4624.6667,0,11.28978191,8.439159582
3251,1,117000,1,9330.0667,2,11.66992921,9.140997443
3252,1,192000,1,18063.1667,0,12.16525065,9.801630155
3253,1,1310,1,3390.3333,0,7.177782416,8.128683514
3254,1,118000,1,12603.1665,0,11.6784399,9.441703371
3255,1,15000,4,1829.3334,0,9.61580548,7.511706917
3257,1,111660,1,12976.6333,4,11.62321382,9.470905581
3259,1,45000,1,4388.8334,0,10.71441777,8.38681873
3260,1,74986,1,8720.5001,0,11.22505671,9.073431866
3261,1,42000,1,6926.5,2,10.6454249,8.843109914
3262,1,26000,1,12965.8555,0,10.16585182,9.470074681
3264,1,45152,1,7309,0,10.71778985,8.896861744
3265,1,31544,1,6027.8334,3,10.35913868,8.704142922
3266,1,14022,2,1657,0,9.548382804,7.412764017
3267,1,50000,1,9430.5,0,10.81977828,9.151704396
3268,1,37938,1,9208.3333,1,10.54370853,9.127864147
3269,1,41000,1,3745.5001,1,10.62132735,8.228310425
3270,1,110000,1,14076.1666,0,11.60823564,9.552238334
3271,1,120000,2,14542.1666,3,11.69524702,9.58480775
3272,1,19483,1,2525.3333,0,9.877297569,7.834128333
3273,1,2015,1,3648.8333,0,7.608374474,8.202162752
3274,1,76500,1,9984.0001,6,11.24504602,9.208739101
3275,1,120550,1,36607.1001,1,11.69981988,10.50799749
3276,1,64750,1,8350.3333,0,11.07828898,9.030056733
3277,1,20962,1,4269,0,9.950466554,8.359134887
3278,1,61520,1,5165.4999,0,11.0271176,8.549757163
3279,1,2000,1,17724.3333,0,7.60090246,9.782693737
3280,1,28638,1,6650,0,10.26248979,8.802372134
3281,1,23650,1,3583,0,10.07111839,8.183955717
3282,1,49200,1,6351.7001,0,10.8036489,8.756477788
3283,1,145000,4,15574.8556,3,11.88448902,9.653413072
3284,1,57000,1,21765.5,0,10.95080655,9.988081426
3285,1,59226,1,12710.6667,0,10.98911591,9.450196818
3286,1,158000,1,14019.1889,0,11.97035031,9.548182306
3287,1,82400,1,7062.3333,0,11.31934072,8.862530772
3288,1,131312,1,12168.0001,2,11.78533145,9.406564842
3290,1,39400,5,8198.8334,1,10.5815211,9.011747155
3291,2,25898,1,3053.3333,0,10.16192102,8.023989158
3292,1,32197,1,5097.6666,2,10.37962856,8.536538185
3293,1,474304,1,28273,0,13.06960375,10.24966256
3294,1,73000,2,8128.5001,3,11.19821472,9.003131696
3295,1,224579,4,16836.6667,2,12.32198282,9.731314329
3296,1,4000,1,2779,0,8.29404964,7.92984643
3298,1,75871,1,16537.6667,0,11.23678981,9.713395888
3299,1,49026,1,7229.1667,0,10.80010605,8.885879053
3300,1,23226,2,8329.3333,0,10.05302762,9.027538696
3301,1,127432,1,10797.4667,0,11.75533817,9.287066821
3303,1,289000,1,20749.6667,0,12.57418197,9.940285463
3304,1,68000,1,29727.2001,0,11.12726298,10.29981773
3305,1,97000,1,10973.8334,2,11.48246626,9.303268936
3306,2,158000,1,33266.6667,0,11.97035031,10.41231117
3307,1,180000,1,13218.8555,0,12.10071213,9.489399536
3308,1,135000,1,11527.2999,2,11.81303006,9.352473405
3309,1,60600,1,9304.8334,0,11.01205017,9.138289265
3310,1,92300,6,7630.3333,1,11.43279942,8.939886806
3311,2,19548,1,3516,0,9.880628258,8.165079259
3312,1,97000,1,9719.4667,0,11.48246626,9.18188603
3313,1,3252,1,2919.6667,0,8.087025471,7.979224745
3314,1,1200,1,6648.6667,0,7.090076836,8.802171617
3315,1,119200,1,7734.1667,0,11.68855803,8.953403026
3316,1,49000,1,3915.1667,1,10.79957558,8.272613187
3317,1,34177,2,7041.6667,0,10.43930818,8.859600168
3318,1,148800,1,8448.1666,0,11.9103584,9.041704726
3319,1,113132,1,10448.5,0,11.63631056,9.254213706
3320,1,100000,1,12135.6667,0,11.51292546,9.403904057
3321,1,13000,1,2615.8334,0,9.472704636,7.869338026
3322,1,502084,1,41195.8776,0,13.12652272,10.62609347
3323,1,18216,1,3718.6667,0,9.810055608,8.221120469
3324,1,16476,1,2472,0,9.709660056,7.812782819
3325,1,16506,1,2042.6667,0,9.71147923,7.622011439
